city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Melrose,Melrose,MA,Massachusetts,25017,Middlesex,42.4556,-71.059,28016,2309,polygon,FALSE,TRUE,America/New_York,2,2176,1840000432
Wisconsin Rapids,Wisconsin Rapids,WI,Wisconsin,55141,Wood,44.3927,-89.8265,27966,490,polygon,FALSE,TRUE,America/Chicago,3,54495 54494,1840002333
Galt,Galt,CA,California,6067,Sacramento,38.2693,-121.3,27954,1505,polygon,FALSE,TRUE,America/Los_Angeles,3,95632,1840020247
Hutto,Hutto,TX,Texas,48491,Williamson,30.5373,-97.5516,27947,1287,polygon,FALSE,TRUE,America/Chicago,3,78634,1840019573
Forest Hills,Forest Hills,MI,Michigan,26081,Kent,42.9577,-85.4895,27947,219,polygon,FALSE,FALSE,America/Detroit,3,49301 49546 49355 49356 49357 49516,1840004304
Bixby,Bixby,OK,Oklahoma,40143,Tulsa,35.9454,-95.8773,27944,433,polygon,FALSE,TRUE,America/Chicago,3,74008,1840019058
Hobart,Hobart,IN,Indiana,18089,Lake,41.5139,-87.2729,27939,411,polygon,FALSE,TRUE,America/Chicago,3,46342 46410,1840007093
Oakdale,Oakdale,MN,Minnesota,27163,Washington,44.9876,-92.9641,27933,983,polygon,FALSE,TRUE,America/Chicago,3,55128,1840007813
Mililani Town,Mililani Town,HI,Hawaii,15003,Honolulu,21.4465,-158.0147,27926,2688,polygon,FALSE,FALSE,Pacific/Honolulu,2,96789,1840023249
Sunbury,Sunbury,PA,Pennsylvania,42097,Northumberland,40.8617,-76.7874,27921,1786,polygon,FALSE,TRUE,America/New_York,3,17801,1840000851
New Smyrna Beach,New Smyrna Beach,FL,Florida,12127,Volusia,29.0249,-80.9651,27843,285,polygon,FALSE,TRUE,America/New_York,3,32169 32168 32170,1840015073
Tualatin,Tualatin,OR,Oregon,41067,Washington,45.3772,-122.7746,27837,1314,polygon,FALSE,TRUE,America/Los_Angeles,3,97062,1840021207
Fridley,Fridley,MN,Minnesota,27003,Anoka,45.0841,-93.2595,27826,1056,polygon,FALSE,TRUE,America/Chicago,3,55421 55432,1840007798
East Chicago,East Chicago,IN,Indiana,18089,Lake,41.6484,-87.4536,27817,762,polygon,FALSE,TRUE,America/Chicago,3,46312,1840008193
Kirkwood,Kirkwood,MO,Missouri,29189,St. Louis,38.5788,-90.4203,27807,1170,polygon,FALSE,TRUE,America/Chicago,3,63122,1840008598
Sanger,Sanger,CA,California,6019,Fresno,36.699,-119.5575,27777,1697,polygon,FALSE,TRUE,America/Los_Angeles,3,93657,1840021566
Morgan City,Morgan City,LA,Louisiana,22101,St. Mary,29.7041,-91.192,27728,693,polygon,FALSE,TRUE,America/Chicago,3,70380 70381,1840015056
Ramsey,Ramsey,MN,Minnesota,27003,Anoka,45.2617,-93.4494,27721,370,polygon,FALSE,TRUE,America/Chicago,3,55303,1840008904
Ruston,Ruston,LA,Louisiana,22061,Lincoln,32.5329,-92.6363,27717,399,polygon,FALSE,TRUE,America/Chicago,3,71272 71270,1840014878
Jeffersontown,Jeffersontown,KY,Kentucky,21111,Jefferson,38.2048,-85.5701,27715,1034,polygon,FALSE,TRUE,America/New_York,3,40299 40220 40223 40224,1840014311
Glen Ellyn,Glen Ellyn,IL,Illinois,17043,DuPage,41.8667,-88.0629,27714,1576,polygon,FALSE,TRUE,America/Chicago,3,60137 60138,1840011405
Isla Vista,Isla Vista,CA,California,6083,Santa Barbara,34.4144,-119.8581,27690,5779,polygon,FALSE,FALSE,America/Los_Angeles,2,93117 93107,1840017887
Cañon City,Canon City,CO,Colorado,8043,Fremont,38.443,-105.2203,27676,521,polygon,FALSE,TRUE,America/Denver,3,81212 81215,1840018855
Monticello,Monticello,MN,Minnesota,27171,Wright,45.298,-93.7984,27665,609,polygon,FALSE,TRUE,America/Chicago,3,55362,1840007795
Ashtabula,Ashtabula,OH,Ohio,39007,Ashtabula,41.8806,-80.7984,27645,894,polygon,FALSE,TRUE,America/New_York,3,44004 44005,1840007046
Bridgewater,Bridgewater,MA,Massachusetts,25023,Plymouth,41.9728,-70.9749,27619,391,polygon,FALSE,TRUE,America/New_York,3,2324,1840003199
Mint Hill,Mint Hill,NC,North Carolina,37119,Mecklenburg,35.1782,-80.6533,27617,441,polygon,FALSE,TRUE,America/New_York,3,28227,1840016351
Statesville,Statesville,NC,North Carolina,37097,Iredell,35.7842,-80.8714,27528,429,polygon,FALSE,TRUE,America/New_York,3,28625 28677 28687,1840015358
Short Pump,Short Pump,VA,Virginia,51087,Henrico,37.6549,-77.6201,27526,1186,polygon,FALSE,FALSE,America/New_York,3,23059 23233,1840006394
Gloversville,Gloversville,NY,New York,36035,Fulton,43.0491,-74.3465,27512,1128,polygon,FALSE,TRUE,America/New_York,3,12078,1840000375
Summerlin South,Summerlin South,NV,Nevada,32003,Clark,36.1242,-115.3324,27506,1096,polygon,FALSE,TRUE,America/Los_Angeles,3,89135,1840074790
Gladstone,Gladstone,MO,Missouri,29047,Clay,39.2133,-94.5593,27489,1313,polygon,FALSE,TRUE,America/Chicago,3,64119 64118,1840008496
Fremont,Fremont,NE,Nebraska,31053,Dodge,41.4396,-96.4879,27456,977,polygon,FALSE,TRUE,America/Chicago,3,68025 68026,1840003346
Garfield Heights,Garfield Heights,OH,Ohio,39035,Cuyahoga,41.4199,-81.6038,27448,1465,polygon,FALSE,TRUE,America/New_York,3,44125 44105,1840000602
Imperial Beach,Imperial Beach,CA,California,6073,San Diego,32.5689,-117.1184,27440,2464,polygon,FALSE,TRUE,America/Los_Angeles,2,92154 91932 91933,1840019353
Seneca,Seneca,SC,South Carolina,45073,Oconee,34.6815,-82.9609,27439,418,polygon,FALSE,TRUE,America/New_York,3,29672 29678 29679,1840015506
Lansing,Lansing,IL,Illinois,17031,Cook,41.5648,-87.5462,27402,1417,polygon,FALSE,TRUE,America/Chicago,3,60438 60411,1840011257
Millville,Millville,NJ,New Jersey,34011,Cumberland,39.3903,-75.0561,27391,251,polygon,FALSE,TRUE,America/New_York,3,8332,1840001550
Monroeville,Monroeville,PA,Pennsylvania,42003,Allegheny,40.4262,-79.7605,27380,536,polygon,FALSE,TRUE,America/New_York,3,15146,1840003631
St. Helens,St. Helens,OR,Oregon,41009,Columbia,45.8571,-122.8164,27353,1104,polygon,FALSE,TRUE,America/Los_Angeles,3,97051,1840021185
Paragould,Paragould,AR,Arkansas,5055,Greene,36.0555,-90.5149,27328,351,polygon,FALSE,TRUE,America/Chicago,3,72450 72451,1840014474
Bergenfield,Bergenfield,NJ,New Jersey,34003,Bergen,40.9236,-73.9983,27327,3633,polygon,FALSE,TRUE,America/New_York,2,7621,1840000893
Deer Park,Deer Park,NY,New York,36103,Suffolk,40.7623,-73.3219,27273,1707,polygon,FALSE,FALSE,America/New_York,3,11729,1840005034
Horn Lake,Horn Lake,MS,Mississippi,28033,DeSoto,34.9512,-90.0501,27272,656,polygon,FALSE,TRUE,America/Chicago,3,38637,1840014643
Oakleaf Plantation,Oakleaf Plantation,FL,Florida,12019,Clay,30.1689,-81.8337,27252,640,polygon,FALSE,TRUE,America/New_York,3,32065 32073,1840039045
Prior Lake,Prior Lake,MN,Minnesota,27139,Scott,44.7251,-93.4409,27241,661,polygon,FALSE,TRUE,America/Chicago,3,55372 55379,1840008956
Huntley,Huntley,IL,Illinois,17111,McHenry,42.1599,-88.433,27228,735,polygon,FALSE,TRUE,America/Chicago,3,60142,1840011134
Maple Valley,Maple Valley,WA,Washington,53033,King,47.3659,-122.0368,27202,1749,polygon,FALSE,TRUE,America/Los_Angeles,3,98038,1840019828
Easton,Easton,PA,Pennsylvania,42095,Northampton,40.6858,-75.2209,27189,2462,polygon,FALSE,TRUE,America/New_York,2,18042 18043 18044,1840000970
Oak Forest,Oak Forest,IL,Illinois,17031,Cook,41.6054,-87.7527,27173,1746,polygon,FALSE,TRUE,America/Chicago,3,60452,1840008132
Glen Cove,Glen Cove,NY,New York,36059,Nassau,40.8709,-73.6287,27166,1576,polygon,FALSE,TRUE,America/New_York,3,11542,1840000987
West Islip,West Islip,NY,New York,36103,Suffolk,40.7097,-73.2971,27149,1662,polygon,FALSE,FALSE,America/New_York,3,11795,1840005111
West Whittier-Los Nietos,West Whittier-Los Nietos,CA,California,6037,Los Angeles,33.9759,-118.0689,27144,4160,polygon,FALSE,TRUE,America/Los_Angeles,2,90606,1840074745
Indiana,Indiana,PA,Pennsylvania,42063,Indiana,40.622,-79.1552,27142,2889,polygon,FALSE,TRUE,America/New_York,2,15701 15705,1840000997
Shoreview,Shoreview,MN,Minnesota,27123,Ramsey,45.0842,-93.1358,27130,972,polygon,FALSE,TRUE,America/Chicago,3,55126,1840008938
Windsor,Windsor,CA,California,6097,Sonoma,38.5417,-122.8086,27128,1440,polygon,FALSE,TRUE,America/Los_Angeles,3,95492,1840022484
Sterling,Sterling,IL,Illinois,17195,Whiteside,41.7995,-89.6956,27127,965,polygon,FALSE,TRUE,America/Chicago,3,61081,1840009200
Colleyville,Colleyville,TX,Texas,48439,Tarrant,32.8913,-97.1486,27091,797,polygon,FALSE,TRUE,America/Chicago,3,76034,1840019430
Wilmette,Wilmette,IL,Illinois,17031,Cook,42.0771,-87.7282,27089,1936,polygon,FALSE,TRUE,America/Chicago,3,60091,1840011316
Plum,Plum,PA,Pennsylvania,42003,Allegheny,40.5024,-79.7496,27087,365,polygon,FALSE,TRUE,America/New_York,3,15139 15068 15239 15147 15268,1840003632
Mount Pleasant,Mount Pleasant,WI,Wisconsin,55101,Racine,42.7129,-87.8875,27082,308,polygon,FALSE,TRUE,America/Chicago,3,53405 53406 53403 53177,1840038102
Dodge City,Dodge City,KS,Kansas,20057,Ford,37.761,-100.0183,27080,717,polygon,FALSE,TRUE,America/Chicago,3,67801,1840001684
McHenry,McHenry,IL,Illinois,17111,McHenry,42.3388,-88.2931,27061,722,polygon,FALSE,TRUE,America/Chicago,3,60050,1840008085
Waterville,Waterville,ME,Maine,23011,Kennebec,44.5441,-69.6624,27054,472,polygon,FALSE,TRUE,America/New_York,3,04901 04903,1840000305
Norfolk,Norfolk,NE,Nebraska,31119,Madison,42.0327,-97.4208,27032,832,polygon,FALSE,TRUE,America/Chicago,3,68701 68702,1840008136
Shaker Heights,Shaker Heights,OH,Ohio,39035,Cuyahoga,41.4744,-81.5496,27027,1654,polygon,FALSE,TRUE,America/New_York,3,44122 44120,1840003412
Erie,Erie,CO,Colorado,8013,Boulder,40.0403,-105.0398,27003,529,polygon,FALSE,TRUE,America/Denver,3,80516,1840021362
Brownsburg,Brownsburg,IN,Indiana,18063,Hendricks,39.833,-86.3824,27001,660,polygon,FALSE,TRUE,America/Indiana/Indianapolis,3,46234 46112,1840009536
Chaska,Chaska,MN,Minnesota,27019,Carver,44.8164,-93.6092,26989,612,polygon,FALSE,TRUE,America/Chicago,3,55318,1840006760
Shelby,Shelby,NC,North Carolina,37045,Cleveland,35.2904,-81.5451,26973,346,polygon,FALSE,TRUE,America/New_York,3,28152 28150 28151,1840015426
Maywood,Maywood,CA,California,6037,Los Angeles,33.9885,-118.1877,26973,8837,polygon,FALSE,TRUE,America/Los_Angeles,2,90270,1840020497
Maryland Heights,Maryland Heights,MO,Missouri,29189,St. Louis,38.7189,-90.4749,26956,475,polygon,FALSE,TRUE,America/Chicago,3,63043 63146,1840008591
Magna,Magna,UT,Utah,49035,Salt Lake,40.7634,-112.1599,26949,688,polygon,FALSE,TRUE,America/Denver,3,84044,1840017499
Xenia,Xenia,OH,Ohio,39057,Greene,39.6828,-83.9414,26947,799,polygon,FALSE,TRUE,America/New_York,3,45385,1840003790
Belmont,Belmont,CA,California,6081,San Mateo,37.5154,-122.2955,26941,2244,polygon,FALSE,TRUE,America/Los_Angeles,2,94002,1840018924
Allen Park,Allen Park,MI,Michigan,26163,Wayne,42.2595,-83.2107,26940,1487,polygon,FALSE,TRUE,America/Detroit,3,48101,1840003967
Reisterstown,Reisterstown,MD,Maryland,24005,Baltimore,39.4552,-76.8144,26933,2013,polygon,FALSE,FALSE,America/New_York,2,21117 21136,1840005689
New Lenox,New Lenox,IL,Illinois,17197,Will,41.5097,-87.97,26926,670,polygon,FALSE,TRUE,America/Chicago,3,60451,1840011493
Hanahan,Hanahan,SC,South Carolina,45015,Berkeley,32.9302,-80.0027,26917,986,polygon,FALSE,TRUE,America/New_York,3,29410,1840014256
Kinston,Kinston,NC,North Carolina,37107,Lenoir,35.2748,-77.5936,26889,420,polygon,FALSE,TRUE,America/New_York,3,28501 28504 28502 28503,1840014585
Searcy,Searcy,AR,Arkansas,5145,White,35.2418,-91.7351,26889,498,polygon,FALSE,TRUE,America/Chicago,3,72149 72143 72145,1840015429
New London,New London,CT,Connecticut,9011,New London,41.3502,-72.1023,26858,1844,polygon,FALSE,TRUE,America/New_York,3,6320,1840004827
Dix Hills,Dix Hills,NY,New York,36103,Suffolk,40.8035,-73.337,26819,649,polygon,FALSE,FALSE,America/New_York,3,11746,1840005035
West Chicago,West Chicago,IL,Illinois,17043,DuPage,41.896,-88.2253,26816,673,polygon,FALSE,TRUE,America/Chicago,3,60185 60186,1840010165
Kiryas Joel,Kiryas Joel,NY,New York,36071,Orange,41.3406,-74.166,26813,7593,polygon,FALSE,TRUE,America/New_York,2,10950,1840004872
Lemon Grove,Lemon Grove,CA,California,6073,San Diego,32.7331,-117.0344,26811,2668,polygon,FALSE,TRUE,America/Los_Angeles,2,91945 91946,1840020621
Lindenhurst,Lindenhurst,NY,New York,36103,Suffolk,40.6858,-73.371,26801,2757,polygon,FALSE,TRUE,America/New_York,2,11757,1840005122
Immokalee,Immokalee,FL,Florida,12021,Collier,26.4253,-81.4251,26773,455,polygon,FALSE,FALSE,America/New_York,3,34142 34143,1840014230
McDonough,McDonough,GA,Georgia,13151,Henry,33.4399,-84.1509,26768,818,polygon,FALSE,TRUE,America/New_York,3,30253 30252,1840015706
Bayonet Point,Bayonet Point,FL,Florida,12101,Pasco,28.3254,-82.6834,26740,1792,polygon,FALSE,FALSE,America/New_York,3,34667 34668,1840014117
West Linn,West Linn,OR,Oregon,41005,Clackamas,45.3669,-122.6399,26736,1393,polygon,FALSE,TRUE,America/Los_Angeles,3,97068,1840021218
Cortland,Cortland,NY,New York,36023,Cortland,42.6004,-76.1784,26729,1851,polygon,FALSE,TRUE,America/New_York,3,13045,1840000419
Lemoore,Lemoore,CA,California,6031,Kings,36.2949,-119.7983,26725,1170,polygon,FALSE,TRUE,America/Los_Angeles,3,93245,1840020383
Alvin,Alvin,TX,Texas,48039,Brazoria,29.3871,-95.2933,26723,426,polygon,FALSE,TRUE,America/Chicago,3,77511 77583 77512,1840019671
Temescal Valley,Temescal Valley,CA,California,6065,Riverside,33.7581,-117.4677,26709,533,polygon,FALSE,TRUE,America/Los_Angeles,3,92883,1840043023
Waynesboro,Waynesboro,PA,Pennsylvania,42055,Franklin,39.7525,-77.5822,26694,1231,polygon,FALSE,TRUE,America/New_York,3,17268,1840001415
Lebanon,Lebanon,NH,New Hampshire,33009,Grafton,43.6353,-72.2531,26666,130,polygon,FALSE,TRUE,America/New_York,3,03784 03766 03756,1840002192
Thomasville,Thomasville,NC,North Carolina,37057,Davidson,35.8813,-80.0807,26649,613,polygon,FALSE,TRUE,America/New_York,3,27360 27361,1840015361
Ilchester,Ilchester,MD,Maryland,24027,Howard,39.2187,-76.7684,26647,959,polygon,FALSE,FALSE,America/New_York,3,21043 21075,1840024482
Temple Terrace,Temple Terrace,FL,Florida,12057,Hillsborough,28.0437,-82.3774,26639,1410,polygon,FALSE,TRUE,America/New_York,3,33637 33617 33687,1840015983
Lafayette,Lafayette,CA,California,6013,Contra Costa,37.8919,-122.1189,26638,683,polygon,FALSE,TRUE,America/Los_Angeles,3,94549,1840020284
Norco,Norco,CA,California,6065,Riverside,33.9252,-117.5499,26604,742,polygon,FALSE,TRUE,America/Los_Angeles,3,92860,1840020554
Vernon Hills,Vernon Hills,IL,Illinois,17097,Lake,42.234,-87.9608,26521,1322,polygon,FALSE,TRUE,America/Chicago,3,60061,1840011181
Pearl,Pearl,MS,Mississippi,28121,Rankin,32.273,-90.0918,26510,401,polygon,FALSE,TRUE,America/Chicago,3,39208,1840014888
Marquette,Marquette,MI,Michigan,26103,Marquette,46.544,-87.4082,26491,715,polygon,FALSE,TRUE,America/Detroit,3,49855,1840003923
Citrus Park,Citrus Park,FL,Florida,12057,Hillsborough,28.073,-82.5628,26473,1005,polygon,FALSE,FALSE,America/New_York,3,33625 33556,1840014152
Sedalia,Sedalia,MO,Missouri,29159,Pettis,38.7042,-93.2351,26473,619,polygon,FALSE,TRUE,America/Chicago,3,65301 65302,1840009724
Bessemer,Bessemer,AL,Alabama,1073,Jefferson,33.3709,-86.9713,26472,252,polygon,FALSE,TRUE,America/Chicago,3,35022 35020,1840013732
Batavia,Batavia,IL,Illinois,17089,Kane,41.8479,-88.311,26420,968,polygon,FALSE,TRUE,America/Chicago,3,60539 60510,1840007035
Garden City,Garden City,MI,Michigan,26163,Wayne,42.3244,-83.3412,26408,1739,polygon,FALSE,TRUE,America/Detroit,3,48135 48136,1840003974
Chanhassen,Chanhassen,MN,Minnesota,27019,Carver,44.8544,-93.5621,26389,499,polygon,FALSE,TRUE,America/Chicago,3,55331 55317 55318,1840006759
Cabot,Cabot,AR,Arkansas,5085,Lonoke,34.9768,-92.0274,26352,490,polygon,FALSE,TRUE,America/Chicago,3,72023,1840013530
Vicksburg,Vicksburg,MS,Mississippi,28149,Warren,32.3173,-90.8868,26340,253,polygon,FALSE,TRUE,America/Chicago,3,39180 39183 39181 39182,1840015802
University Park,University Park,FL,Florida,12086,Miami-Dade,25.7469,-80.3684,26317,2546,polygon,FALSE,FALSE,America/New_York,2,33174 33165 33199,1840029013
Brawley,Brawley,CA,California,6025,Imperial,32.9783,-115.5287,26309,1247,polygon,FALSE,TRUE,America/Los_Angeles,3,92227,1840019378
Neenah,Neenah,WI,Wisconsin,55139,Winnebago,44.167,-88.4764,26300,1093,polygon,FALSE,TRUE,America/Chicago,3,54956 54957,1840002244
Snoqualmie,Snoqualmie,WA,Washington,53033,King,47.5293,-121.8412,26289,732,polygon,FALSE,TRUE,America/Los_Angeles,3,98065,1840021119
Holbrook,Holbrook,NY,New York,36103,Suffolk,40.7944,-73.0707,26286,1414,polygon,FALSE,FALSE,America/New_York,3,11741,1840005078
Troy,Troy,OH,Ohio,39109,Miami,40.0436,-84.2191,26281,840,polygon,FALSE,TRUE,America/New_York,3,45373 45374,1840010508
West Odessa,West Odessa,TX,Texas,48135,Ector,31.8388,-102.4996,26278,161,polygon,FALSE,FALSE,America/Chicago,3,79763 79764 79760,1840037100
Hercules,Hercules,CA,California,6013,Contra Costa,38.0064,-122.2564,26276,1582,polygon,FALSE,TRUE,America/Los_Angeles,3,94547 94553,1840020276
Lake City,Lake City,FL,Florida,12023,Columbia,30.1901,-82.647,26271,402,polygon,FALSE,TRUE,America/New_York,3,32055 32025 32056,1840015029
Lochearn,Lochearn,MD,Maryland,24005,Baltimore,39.346,-76.7307,26271,1814,polygon,FALSE,FALSE,America/New_York,3,21208 21207,1840005694
Paramus,Paramus,NJ,New Jersey,34003,Bergen,40.9455,-74.0712,26264,970,polygon,FALSE,TRUE,America/New_York,3,07652 07653,1840000916
Greenville,Greenville,TX,Texas,48231,Hunt,33.1116,-96.1098,26261,344,polygon,FALSE,TRUE,America/Chicago,3,75401 75402,1840020649
Okeechobee,Okeechobee,FL,Florida,12093,Okeechobee,27.2414,-80.8298,26256,553,polygon,FALSE,TRUE,America/New_York,3,34972 34974 34973,1840015118
Edgewood,Edgewood,MD,Maryland,24025,Harford,39.421,-76.2968,26219,569,polygon,TRUE,TRUE,America/New_York,3,21009 21010 21040,1840005661
Soledad,Soledad,CA,California,6053,Monterey,36.4432,-121.3426,26207,2240,polygon,FALSE,TRUE,America/Los_Angeles,2,93960,1840021635
Muscatine,Muscatine,IA,Iowa,19139,Muscatine,41.4196,-91.068,26168,501,polygon,FALSE,TRUE,America/Chicago,3,52761,1840008202
Boone,Boone,NC,North Carolina,37189,Watauga,36.2111,-81.6668,26146,1203,polygon,FALSE,TRUE,America/New_York,3,28607 28608,1840015310
Moscow,Moscow,ID,Idaho,16057,Latah,46.7307,-116.9986,26145,1436,polygon,FALSE,TRUE,America/Los_Angeles,3,83843 83844,1840019868
Cliffside Park,Cliffside Park,NJ,New Jersey,34003,Bergen,40.8221,-73.988,26133,10556,polygon,FALSE,TRUE,America/New_York,2,7010,1840003537
Sebastian,Sebastian,FL,Florida,12061,Indian River,27.7882,-80.4813,26118,720,polygon,FALSE,TRUE,America/New_York,3,32958 32978,1840015984
Northport,Northport,AL,Alabama,1125,Tuscaloosa,33.2589,-87.5984,26115,596,polygon,FALSE,TRUE,America/Chicago,3,35473 35475 35476 35452,1840014819
Natchez,Natchez,MS,Mississippi,28001,Adams,31.5437,-91.3867,26095,356,polygon,FALSE,TRUE,America/Chicago,3,39120 39122,1840014951
Winchester,Winchester,KY,Kentucky,21049,Clark,38.0017,-84.1907,26083,783,polygon,FALSE,TRUE,America/New_York,3,40391 40392,1840015216
Leisure City,Leisure City,FL,Florida,12086,Miami-Dade,25.4937,-80.4369,26080,2958,polygon,FALSE,FALSE,America/New_York,2,33033,1840014245
East St. Louis,East St. Louis,IL,Illinois,17163,St. Clair,38.6156,-90.1304,26047,722,polygon,FALSE,TRUE,America/Chicago,3,62207 62205 62204 62203 62201 62202,1840008629
Sachse,Sachse,TX,Texas,48113,Dallas,32.9726,-96.5793,26046,1029,polygon,FALSE,TRUE,America/Chicago,3,75048,1840020712
Paris,Paris,TX,Texas,48277,Lamar,33.6688,-95.546,26010,272,polygon,FALSE,TRUE,America/Chicago,3,75462 75460 75461,1840020594
Haines City,Haines City,FL,Florida,12105,Polk,28.11,-81.6157,26009,532,polygon,FALSE,TRUE,America/New_York,3,33844 33845,1840014136
Mason City,Mason City,IA,Iowa,19033,Cerro Gordo,43.1487,-93.1998,26005,374,polygon,FALSE,TRUE,America/Chicago,3,50401 50402,1840000380
Marshalltown,Marshalltown,IA,Iowa,19127,Marshall,42.0341,-92.9067,25994,533,polygon,FALSE,TRUE,America/Chicago,3,50158,1840008112
Superior,Superior,WI,Wisconsin,55031,Douglas,46.6941,-92.0823,25977,273,polygon,FALSE,TRUE,America/Chicago,3,54880,1840038034
Timberwood Park,Timberwood Park,TX,Texas,48029,Bexar,29.6994,-98.4838,25976,491,polygon,FALSE,FALSE,America/Chicago,3,78258 78260,1840019651
Medina,Medina,OH,Ohio,39103,Medina,41.1358,-81.8694,25956,866,polygon,FALSE,TRUE,America/New_York,3,44256,1840003486
Conway,Conway,SC,South Carolina,45051,Horry,33.8399,-79.0424,25956,436,polygon,FALSE,TRUE,America/New_York,3,29527 29526 29528,1840014716
Barberton,Barberton,OH,Ohio,39153,Summit,41.0094,-81.6038,25953,1111,polygon,FALSE,TRUE,America/New_York,3,44203,1840000792
Española,Espanola,NM,New Mexico,35039,Rio Arriba,36.0041,-106.0669,25952,497,polygon,FALSE,TRUE,America/Denver,3,87567 87532 87533,1840020348
Rock Springs,Rock Springs,WY,Wyoming,56037,Sweetwater,41.5951,-109.2238,25913,451,polygon,FALSE,TRUE,America/Denver,3,82901 82902,1840020101
Plainview,Plainview,NY,New York,36059,Nassau,40.7832,-73.4732,25902,1747,polygon,FALSE,FALSE,America/New_York,3,11803,1840005250
Mercer Island,Mercer Island,WA,Washington,53033,King,47.5661,-122.232,25894,1566,polygon,FALSE,TRUE,America/Los_Angeles,3,98040,1840019830
